datetime,outside_temperature_C,calgary_load_MW,thermal_heating_load_kW,COP_Lorenz,COP_Carnot,HP_load_Lorenz_kW_per_unit,HP_load_Carnot_kW_per_unit,total_HP_load_Lorenz_MW,HP_modifier_Lorenz_percent,modified_forecast_Lorenz_MW,total_HP_load_Carnot_MW,HP_modifier_Carnot_percent,modified_forecast_Carnot_MW,estimated_Calgary_HP_count
2024-03-29 16:00:00,-5.3,114.9909006,2.9125,6.0,6.0,0.48541666666666666,0.48541666666666666,0.2064234375,0.17951284529725647,115.19732403750001,0.2064234375,0.17951284529725647,115.19732403750001,425.25
2024-03-29 17:00:00,-5.5,112.3185582,2.9375,6.0,6.0,0.4895833333333333,0.4895833333333333,0.2081953125,0.1853614539186633,112.5267535125,0.2081953125,0.1853614539186633,112.5267535125,425.25
2024-03-29 18:00:00,-5.8,108.2184203,2.975,6.0,6.0,0.49583333333333335,0.49583333333333335,0.210853125,0.1948403279362968,108.429273425,0.210853125,0.1948403279362968,108.429273425,425.25
2024-03-29 19:00:00,-6.7,103.6856572,3.0875,6.0,6.0,0.5145833333333333,0.5145833333333333,0.21882656249999996,0.2110480546773252,103.90448376249999,0.21882656249999996,0.2110480546773252,103.90448376249999,425.25
2024-03-29 20:00:00,-7.4,104.4963034,3.175,6.0,6.0,0.5291666666666667,0.5291666666666667,0.22502812500000002,0.21534553632832146,104.721331525,0.22502812500000002,0.21534553632832146,104.721331525,425.25
2024-03-29 21:00:00,-7.6,106.0716903,3.2,6.0,6.0,0.5333333333333333,0.5333333333333333,0.22679999999999997,0.21381765422851942,106.2984903,0.22679999999999997,0.21381765422851942,106.2984903,425.25
2024-03-29 22:00:00,-8.1,103.8250754,3.2625,6.0,6.0,0.5437500000000001,0.5437500000000001,0.23122968750000003,0.2227108303164305,104.05630508750001,0.23122968750000003,0.2227108303164305,104.05630508750001,425.25
2024-03-29 23:00:00,-8.4,101.5905433,3.3,6.0,6.0,0.5499999999999999,0.5499999999999999,0.23388749999999997,0.23022566117135826,101.82443079999999,0.23388749999999997,0.23022566117135826,101.82443079999999,425.25
2024-03-30 00:00:00,-8.6,100.8731302,3.325,6.0,6.0,0.5541666666666667,0.5541666666666667,0.235659375,0.23361957196407096,101.108789575,0.235659375,0.23361957196407096,101.108789575,425.25
2024-03-30 01:00:00,-7.4,100.7240847,3.175,6.0,6.0,0.5291666666666667,0.5291666666666667,0.22502812500000002,0.22341044415566677,100.949112825,0.22502812500000002,0.22341044415566677,100.949112825,425.25
2024-03-30 02:00:00,-8.1,101.4691437,3.2625,6.0,6.0,0.5437500000000001,0.5437500000000001,0.23122968750000003,0.22788177673366924,101.70037338750001,0.23122968750000003,0.22788177673366924,101.70037338750001,425.25
2024-03-30 03:00:00,-9.8,100.2273622,3.475,6.0,6.0,0.5791666666666667,0.5791666666666667,0.24629062500000004,0.24573192349264483,100.473652825,0.24629062500000004,0.24573192349264483,100.473652825,425.25
2024-03-30 04:00:00,-9.2,93.9889221,3.4,6.0,6.0,0.5666666666666667,0.5666666666666667,0.240975,0.25638659813931414,94.2298971,0.240975,0.25638659813931414,94.2298971,425.25
2024-03-30 05:00:00,-10.6,99.2584327,3.575,6.0,6.0,0.5958333333333333,0.5958333333333333,0.253378125,0.25527113224305426,99.511810825,0.253378125,0.25527113224305426,99.511810825,425.25
2024-03-30 06:00:00,-11.9,95.617819,3.7375,6.0,6.0,0.6229166666666667,0.6229166666666667,0.2648953125,0.2770355099816698,95.8827143125,0.2648953125,0.2770355099816698,95.8827143125,425.25
2024-03-30 07:00:00,-12.3,104.7078148,3.7875,6.0,6.0,0.63125,0.63125,0.2684390625,0.25636965398689615,104.97625386249999,0.2684390625,0.25636965398689615,104.97625386249999,425.25
2024-03-30 08:00:00,-11.2,107.3654488,3.65,6.0,6.0,0.6083333333333333,0.6083333333333333,0.25869374999999994,0.2409469274253152,107.62414255,0.25869374999999994,0.2409469274253152,107.62414255,425.25
2024-03-30 09:00:00,-9.1,108.0313537,3.3875,6.0,6.0,0.5645833333333333,0.5645833333333333,0.24008906249999998,0.22224016850397016,108.2714427625,0.24008906249999998,0.22224016850397016,108.2714427625,425.25
2024-03-30 10:00:00,-6.7,108.9671376,3.0875,6.0,6.0,0.5145833333333333,0.5145833333333333,0.21882656249999996,0.2008188590795836,109.1859641625,0.21882656249999996,0.2008188590795836,109.1859641625,425.25
2024-03-30 11:00:00,-4.3,109.5129063,2.7875,6.0,6.0,0.46458333333333335,0.46458333333333335,0.1975640625,0.18040253808879148,109.7104703625,0.1975640625,0.18040253808879148,109.7104703625,425.25
2024-03-30 12:00:00,-3.2,102.402938,2.65,6.0,6.0,0.44166666666666665,0.44166666666666665,0.18781875,0.18341148571342747,102.59075675000001,0.18781875,0.18341148571342747,102.59075675000001,425.25
2024-03-30 13:00:00,-2.3,110.2716334,2.5375,6.0,6.0,0.42291666666666666,0.42291666666666666,0.1798453125,0.163092997677497,110.4514787125,0.1798453125,0.163092997677497,110.4514787125,425.25
2024-03-30 14:00:00,-1.6,108.8874425,2.45,6.0,6.0,0.4083333333333334,0.4083333333333334,0.17364375,0.15947086827757942,109.06108625,0.17364375,0.15947086827757942,109.06108625,425.25
